ASASSN_id,distance,distance_low,distance_high,J_mag,J_mag_err,K_mag,K_mag_err,abs_mag_J,abs_mag_J_low,abs_mag_J_high,ext_correct_J,ext_correct_J_low,ext_correct_J_high,ext_correct_K,ext_correct_K_low,ext_correct_K_high,ML_classifier_type,visual_classification_type,VSX_type,VSX_RA,VSX_Dec,VSX_name
266288843695,10841,8657,14116,14.545,0.039,14.304,0.091,-0.738,-0.250,-1.312,0.108,0.108,0.108,0.046,0.046,0.046,RRL_ab,NA,RRAB,274.05250,+26.05034,1SWASP J181612.62+260302.4
661428517809,6410,4986,8776,14.390,0.035,13.918,0.052,-0.327,+0.221,-1.009,0.683,0.680,0.683,0.293,0.291,0.293,RRL_c,NA,RRC,274.05367,-23.03469,OGLE-BLG-RRLYR-35507
661427907574,6215,4727,8084,14.384,14.074,99.999,9.999,+0.244,+0.838,-0.327,0.173,0.173,0.173,0.074,0.074,0.074,T2CEPH,NA,RRAB,274.05498,-32.73944,V2830 Sgr
661427952082,4978,3963,6171,14.861,0.049,14.443,0.080,+1.182,+1.677,+0.715,0.194,0.194,0.194,0.083,0.083,0.083,RRL_c,NA,RRC,274.05538,-31.72561,OGLE-BLG-RRLYR-35512
661427937206,618,555,709,14.769,0.037,14.504,0.085,+5.683,+5.930,+5.365,0.131,0.118,0.151,0.056,0.051,0.065,NonVar,NA,RRC,274.05567,-32.06497,OGLE-BLG-RRLYR-35513
661428426619,9343,7587,11342,14.212,0.070,13.711,0.067,-1.104,-0.652,-1.525,0.464,0.464,0.464,0.199,0.199,0.199,NonVar,NA,RRAB,274.05912,-25.57247,MACHO 159.25748.184
661428227320,6112,4951,7554,14.337,0.051,0.075,9.999,+0.147,+0.605,-0.313,0.259,0.259,0.259,0.111,0.111,0.111,RRL_c,NA,RRC,274.06042,-28.58992,OGLE-BLG-RRLYR-16155
661427941087,5997,4982,7336,14.196,0.053,13.743,0.061,+0.049,+0.452,-0.388,0.257,0.257,0.257,0.110,0.110,0.110,T2CEPH,NA,RRC,274.06054,-31.96564,OGLE-BLG-RRLYR-35518
661427920863,6279,4981,8062,14.547,0.054,14.087,0.063,+0.325,+0.827,-0.218,0.233,0.233,0.233,0.100,0.100,0.100,CEPH_Other,NA,RRAB,274.06329,-32.43864,OGLE-BLG-RRLYR-35520
661427810092,7142,5617,8724,14.956,0.054,14.626,0.089,+0.519,+1.040,+0.084,0.168,0.168,0.168,0.072,0.072,0.072,CEPH_Other,NA,RRAB,274.06342,-34.85203,V2827 Sgr
661428204002,6122,5055,7549,14.862,0.067,13.678,9.999,+0.669,+1.084,+0.214,0.259,0.259,0.259,0.111,0.111,0.111,RRL_ab,NA,RRAB,274.06437,-28.83653,MACHO 112.25699.238
661428345418,5335,4525,6490,13.625,13.339,99.999,9.999,-0.382,-0.024,-0.807,0.371,0.371,0.371,0.159,0.159,0.159,EB_ESD,NA,RRAB,274.06558,-27.16217,MACHO 168.25724.523
661427851321,6803,5750,7854,14.282,0.070,13.857,0.078,-0.062,+0.304,-0.373,0.180,0.180,0.180,0.077,0.077,0.077,EB_ED,NA,RRC,274.06604,-33.89272,OGLE-BLG-RRLYR-39051
661428343503,6218,4359,8035,14.569,0.054,14.054,0.076,+0.230,+1.001,-0.327,0.371,0.371,0.371,0.159,0.159,0.159,EB_ESD,NA,RRAB,274.06633,-27.18900,MACHO 168.25724.725
661427771157,6697,5711,8025,14.071,0.033,13.839,0.050,-0.135,+0.210,-0.528,0.077,0.077,0.077,0.033,0.033,0.033,NonVar,NA,RRC,274.07033,-36.13169,V2825 Sgr
360778374003,5977,5079,6890,13.986,13.661,0.050,9.999,-0.027,+0.326,-0.336,0.131,0.131,0.131,0.056,0.056,0.056,RRL_ab,NA,RRAB,274.07237,-42.53853,V0531 CrA
455266707023,5940,5227,6782,13.990,0.024,13.601,0.041,+0.058,+0.336,-0.230,0.063,0.063,0.063,0.027,0.027,0.027,RRL_ab,NA,RRAB,274.07329,-36.94069,V0700 Sgr
661427887258,6733,5342,8173,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.198,0.198,0.198,0.085,0.085,0.085,EB_ED,NA,RRAB,274.07375,-33.16675,OGLE-BLG-RRLYR-35527
661428422228,5633,3261,7520,13.950,0.054,13.380,0.054,-0.265,+1.024,-0.895,0.461,0.359,0.464,0.198,0.154,0.199,RRL_ab,NA,RRAB,274.07500,-25.68217,MACHO 159.25746.140
661427859403,6970,5609,8244,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.140,0.140,0.140,0.060,0.060,0.060,T2CEPH,NA,RRAB,274.07617,-33.71508,OGLE-BLG-RRLYR-35528
661427854313,5430,4490,6509,14.290,0.037,13.965,0.049,+0.418,+0.831,+0.024,0.198,0.198,0.198,0.085,0.085,0.085,EB_ESD,NA,RRAB,274.07671,-33.81917,OGLE-BLG-RRLYR-35529
532576279472,3523,2950,4209,14.437,0.035,14.317,0.068,+1.613,+1.999,+1.227,0.089,0.089,0.089,0.038,0.038,0.038,RRL_ab,NA,RR,274.07854,-50.49939,CO Tel
661427885120,1780,1642,1940,14.095,0.053,13.655,0.043,+2.647,+2.823,+2.459,0.196,0.195,0.197,0.084,0.084,0.084,EB_ED,NA,RRAB,274.07881,-33.21361,ASASSN-V J181618.91-331249.0
661428218865,7174,6010,8559,14.627,0.094,99.999,9.999,+0.089,+0.474,-0.294,0.259,0.259,0.259,0.111,0.111,0.111,RRL_c,NA,RRC,274.07946,-28.68250,OGLE-BLG-RRLYR-16174
541166830837,545,457,675,12.252,0.026,11.902,0.023,+3.501,+3.894,+3.019,0.069,0.058,0.086,0.030,0.025,0.037,RRL_ab,NA,RRAB,274.07975,-36.49219,V0701 Sgr
661428741455,6608,5431,8093,14.430,0.036,14.053,0.075,+0.214,+0.640,-0.227,0.116,0.116,0.116,0.050,0.050,0.050,RRL_ab,NA,RRAB,274.07979,+10.43440,1SWASP J181616.92+102600.2
661428310671,6510,5305,8049,14.251,0.059,13.957,0.061,-0.125,+0.320,-0.586,0.308,0.308,0.308,0.132,0.132,0.132,EB_ESD,NA,RRAB,274.08038,-27.60708,OGLE-BLG-RRLYR-35531
661428238814,7169,5735,8602,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.275,0.261,0.278,0.118,0.112,0.119,NonVar,NA,RRAB,274.08125,-28.47178,OGLE-BLG-RRLYR-16177
566935873357,5004,4368,5676,13.750,0.022,13.461,0.033,+0.085,+0.381,-0.188,0.168,0.168,0.168,0.072,0.072,0.072,NonVar,NA,RRAB,274.08200,-35.63439,V0702 Sgr
661428114682,6944,5563,8070,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.264,0.264,0.264,0.113,0.113,0.113,RRL_c,NA,RRC,274.08271,-29.64000,OGLE-BLG-RRLYR-16179
661427760219,6129,5078,6964,14.470,0.039,14.025,0.046,+0.437,+0.846,+0.160,0.096,0.096,0.096,0.041,0.041,0.041,RRL_ab,NA,RRAB,274.08404,-36.65878,VVV J181620.17-363931.6
661428127575,7074,5747,8432,14.786,0.084,14.441,0.121,+0.274,+0.725,-0.108,0.264,0.264,0.264,0.113,0.113,0.113,NonVar,NA,RRC,274.08454,-29.53214,OGLE-BLG-RRLYR-16180
661427713849,4986,4141,5972,14.186,0.024,13.978,0.047,+0.577,+0.980,+0.185,0.120,0.120,0.120,0.051,0.051,0.051,RRL_ab,NA,RRAB,274.08913,-42.15983,V0532 CrA
635656225852,4398,4073,4768,13.466,0.026,13.271,0.024,+0.181,+0.347,+0.005,0.069,0.069,0.069,0.029,0.029,0.029,RRL_e,NA,RRC,274.09181,-63.10657,ASASSN-V J181622.03-630623.6
661427774321,5817,4860,7022,14.393,0.042,13.941,0.054,+0.425,+0.815,+0.016,0.145,0.145,0.145,0.062,0.062,0.062,RRL_ab,NA,RRAB,274.09308,-36.00481,VVV J181622.34-360017.3
661428716808,5445,4694,6220,13.838,0.024,13.489,0.040,-0.061,+0.261,-0.350,0.219,0.219,0.219,0.094,0.094,0.094,RRL_ab,NA,RRAB,274.09646,+4.79064,V3542 Oph
343598121861,1812,1724,1931,13.088,0.023,12.448,0.027,+1.163,+1.282,+1.015,0.634,0.623,0.644,0.272,0.267,0.276,RRL_ab,NA,RRAB,274.09799,-5.42001,WISE J181623.5-052512
661427916298,6706,5558,8261,14.566,0.033,14.270,0.071,+0.215,+0.622,-0.238,0.219,0.219,0.219,0.094,0.094,0.094,T2CEPH,NA,RRC,274.09954,-32.53725,OGLE-BLG-RRLYR-35542
249108330228,4481,4130,4916,13.605,0.026,13.338,0.041,+0.247,+0.424,+0.046,0.101,0.101,0.101,0.043,0.043,0.043,RRL_c,NA,RRC,274.10076,+20.09675,ASASSN-V J181624.18+200548.5
231929165442,1882,1811,1971,11.844,0.024,11.382,0.021,-0.059,+0.024,-0.160,0.530,0.530,0.531,0.227,0.227,0.227,RRL_ab,NA,RRAB,274.10165,+1.54626,V2668 Oph
661427883269,5908,4208,7584,14.659,0.042,14.521,0.082,+0.604,+1.341,+0.062,0.198,0.198,0.198,0.085,0.085,0.085,CEPH_Other,NA,RRAB,274.10167,-33.26336,V2840 Sgr
661427835743,7123,5769,8767,15.604,0.065,99.999,9.999,+1.180,+1.637,+0.729,0.161,0.161,0.161,0.069,0.069,0.069,T2CEPH,NA,RRAB,274.10188,-34.22017,VVV J181624.45-341312.6
661427776445,7347,6169,8971,13.874,0.032,13.584,0.039,-0.602,-0.222,-1.035,0.145,0.145,0.145,0.062,0.062,0.062,NonVar,NA,RRAB,274.10400,-35.92200,V0703 Sgr
661428150030,3137,2792,3592,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.282,0.282,0.282,0.121,0.121,0.121,RRL_ab,NA,RRAB,274.10471,-29.33972,OGLE-BLG-RRLYR-35546
661427914490,7969,6574,9836,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.219,0.219,0.219,0.094,0.094,0.094,T2CEPH,NA,RRC,274.10571,-32.57847,OGLE-BLG-RRLYR-35550
661428424257,5327,3886,6984,14.461,0.059,99.999,9.999,+0.370,+1.118,-0.224,0.459,0.395,0.464,0.197,0.169,0.199,RRL_c,NA,RRC,274.10613,-25.63225,OGLE-BLG-RRLYR-16191
661427869590,5692,4832,7154,14.896,0.038,14.738,0.100,+0.940,+1.295,+0.443,0.180,0.180,0.180,0.077,0.077,0.077,CEPH_Other,NA,RRC,274.10663,-33.51889,OGLE-BLG-RRLYR-35551
661428193742,6811,5114,8712,13.779,0.040,13.211,0.045,-0.653,-0.031,-1.188,0.266,0.266,0.266,0.114,0.114,0.114,RRL_ab,NA,RRAB,274.10700,-28.95422,OGLE-BLG-RRLYR-16192
661427745395,4589,3777,5738,13.796,0.049,13.278,0.044,+0.408,+0.831,-0.077,0.079,0.079,0.079,0.034,0.034,0.034,RRL_ab,NA,RRAB,274.10870,-37.63736,ASASSN-V J181626.12-373814.4
661428240514,6067,4877,7338,14.536,0.072,14.170,0.082,+0.362,+0.836,-0.051,0.259,0.259,0.259,0.111,0.111,0.111,CEPH_Other,NA,RRAB,274.10946,-28.45547,MACHO 107.25705.202
661428195675,4316,3252,5615,14.383,0.060,13.860,0.074,+0.942,+1.556,+0.370,0.266,0.266,0.266,0.114,0.114,0.114,CEPH_F,NA,RRAB,274.11237,-28.93539,OGLE-BLG-RRLYR-16196
429497837843,7906,6580,9426,14.164,0.035,13.792,0.050,-0.449,-0.050,-0.831,0.123,0.123,0.123,0.053,0.053,0.053,RRL_ab,NA,RRAB,274.11727,+12.82822,1SWASP J181629.70+124922.9
661428706401,5304,4736,6057,13.749,0.022,13.269,0.033,-0.145,+0.101,-0.433,0.271,0.271,0.271,0.116,0.116,0.116,RRL_ab,NA,RRAB,274.12008,+2.60047,V1097 Oph
128849145253,2507,2393,2638,11.997,0.021,11.806,0.020,-0.021,+0.080,-0.131,0.022,0.022,0.022,0.009,0.009,0.009,RRL_c,NA,RRC,274.12079,+36.74875,V0729 Lyr
661427795571,6999,5926,8180,14.062,0.065,13.651,0.052,-0.312,+0.049,-0.651,0.149,0.149,0.149,0.064,0.064,0.064,RRL_ab,NA,RRAB,274.12103,-35.27495,V0706 Sgr
575525954117,7141,6058,8594,14.614,0.041,14.274,0.063,+0.254,+0.611,-0.148,0.091,0.091,0.091,0.039,0.039,0.039,RRL_c,NA,RR,274.12129,-53.11428,UW Tel
111670001466,640,633,646,10.452,0.020,10.287,0.017,+1.392,+1.416,+1.372,0.029,0.029,0.029,0.012,0.012,0.012,EB_ED,NA,RRC,274.12208,+37.83775,V0829 Lyr
661427790981,5593,4874,6565,13.890,0.029,13.482,0.038,+0.040,+0.339,-0.308,0.112,0.112,0.112,0.048,0.048,0.048,T2CEPH,NA,RRAB,274.12300,-35.41875,V0707 Sgr
661428074622,6062,4826,7754,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.236,0.236,0.236,0.101,0.101,0.101,RRL_ab,NA,RRAB,274.12400,-29.98231,OGLE-BLG-RRLYR-35565
661428342579,6019,5206,7525,14.160,0.070,13.674,0.048,-0.086,+0.229,-0.571,0.348,0.348,0.348,0.149,0.149,0.149,NonVar,NA,RRAB,274.12512,-27.20164,MACHO 168.25853.215
146029351547,8336,6598,10655,15.019,0.033,14.604,0.062,+0.342,+0.850,-0.191,0.072,0.072,0.072,0.031,0.031,0.031,RRL_ab,NA,RRAB,274.12758,+31.10472,HV Lyr
661428327325,7142,5788,8977,14.406,0.057,13.831,9.999,-0.234,+0.222,-0.731,0.371,0.371,0.371,0.159,0.159,0.159,NonVar,NA,RRC,274.12963,-27.40417,OGLE-BLG-RRLYR-16201
661427795014,8409,7241,9878,14.265,0.024,13.917,0.049,-0.508,-0.183,-0.857,0.149,0.149,0.149,0.064,0.064,0.064,CEPH_Other,NA,RRAB,274.13012,-35.29078,V0708 Sgr
481036828767,3701,3483,4010,12.857,0.027,12.620,0.034,-0.070,+0.062,-0.244,0.085,0.085,0.085,0.037,0.037,0.037,EB_ED,NA,RRAB,274.13121,-50.66672,NSV 10436
661427859062,7605,6333,9214,14.871,0.055,14.406,0.069,+0.326,+0.723,-0.091,0.140,0.140,0.140,0.060,0.060,0.060,RRL_ab,NA,RRAB,274.13404,-33.72217,OGLE-BLG-RRLYR-35577
661427860443,7118,5693,8670,14.198,0.038,13.857,0.055,-0.204,+0.281,-0.632,0.140,0.140,0.140,0.060,0.060,0.060,T2CEPH,NA,RRAB,274.13457,-33.69499,V2844 Sgr
661428413259,7158,5643,9057,14.438,0.040,13.854,0.049,-0.230,+0.286,-0.741,0.394,0.394,0.394,0.169,0.169,0.169,RRL_ab,NA,RRAB,274.13896,-25.89628,MACHO 159.25873.343
661427842593,5676,4747,6923,15.058,0.036,14.621,0.087,+1.127,+1.515,+0.696,0.161,0.161,0.161,0.069,0.069,0.069,CEPH_Other,NA,RRC,274.13971,-34.07278,OGLE-BLG-RRLYR-35581
661428315051,5568,4359,7252,13.812,0.083,13.367,0.062,-0.224,+0.307,-0.798,0.308,0.308,0.308,0.132,0.132,0.132,EB_ESD,NA,RRAB,274.14054,-27.55450,OGLE-BLG-RRLYR-35582
420907530391,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.097,0.097,0.097,0.042,0.042,0.042,RRL_ab,NA,RR,274.14083,-49.47389,NSV 10440
661428751429,8866,7216,10964,15.312,0.050,15.036,0.130,+0.457,+0.905,-0.004,0.116,0.116,0.116,0.050,0.050,0.050,RRL_ab,NA,RRAB,274.14131,+13.06409,1SWASP J181635.63+130335.9
661428299194,6820,5129,8838,13.598,0.033,12.928,0.038,-0.879,-0.260,-1.442,0.308,0.308,0.308,0.132,0.132,0.132,EB_ESD,NA,RRAB,274.14388,-27.76464,OGLE-BLG-RRLYR-35588
661428352989,6013,5195,7279,13.639,0.050,13.248,0.062,-0.627,-0.310,-1.042,0.371,0.371,0.371,0.159,0.159,0.159,EB_ESD,NA,RRC,274.14425,-27.05119,OGLE-BLG-RRLYR-16205
661427839163,6435,5132,7774,14.912,0.067,14.576,0.109,+0.708,+1.200,+0.298,0.161,0.161,0.161,0.069,0.069,0.069,CEPH_Other,NA,RRC,274.14554,-34.14350,OGLE-BLG-RRLYR-35591
584116524144,4696,4301,5288,13.033,0.024,12.675,0.029,-0.418,-0.227,-0.675,0.092,0.092,0.092,0.040,0.040,0.040,RRL_ab,NA,RRAB,274.14681,-61.13258,ASASSN-V J181635.24-610757.3
661427799551,7406,5919,9430,14.317,0.035,14.050,0.060,-0.180,+0.307,-0.705,0.149,0.149,0.149,0.064,0.064,0.064,RRL_ab,NA,RRAB,274.14771,-35.15719,V0709 Sgr
188978585223,5910,5290,6574,14.116,0.025,13.738,0.043,+0.142,+0.383,-0.089,0.116,0.116,0.116,0.050,0.050,0.050,RRL_c,NA,RRC,274.15290,+19.22139,ASASSN-V J181636.69+191317.1
661428409644,4125,3455,5175,12.845,0.027,11.797,0.026,-0.626,-0.241,-1.119,0.394,0.394,0.394,0.169,0.169,0.169,EB_ED,NA,RRAB,274.15421,-25.97636,OGLE-BLG-RRLYR-16214
386547592796,4680,4270,5249,13.838,0.027,13.528,0.036,+0.321,+0.520,+0.072,0.166,0.166,0.166,0.071,0.071,0.071,RRL_c,NA,RRC,274.15494,+15.77895,PS1-3PI J181637.18+154644.3
661428194092,7355,5899,9190,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.266,0.266,0.266,0.114,0.114,0.114,RRL_ab,NA,RRAB,274.15817,-28.95094,MACHO 112.25827.109
661427649283,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.091,0.091,0.091,0.039,0.039,0.039,NonVar,NA,RR:,274.15958,-53.30222,NSV 10434
661428481501,3572,3175,4001,13.249,0.042,12.597,0.040,+0.014,+0.315,-0.280,0.470,0.425,0.518,0.202,0.182,0.222,RRL_ab,NA,RRAB,274.15983,-23.98297,OGLE bul_sc13_i_59429
661427834979,5806,4988,6914,14.676,0.035,14.295,0.061,+0.696,+1.025,+0.316,0.161,0.161,0.161,0.069,0.069,0.069,NonVar,NA,RRAB,274.15988,-34.23650,V2848 Sgr
163209814696,7545,6488,9061,13.208,0.024,13.053,0.033,-1.293,-0.966,-1.691,0.113,0.113,0.113,0.049,0.049,0.049,RRL_ab,NA,RRAB,274.16504,-43.84189,V0403 CrA
335008594985,2998,2750,3273,13.016,0.026,12.406,0.024,+0.159,+0.346,-0.032,0.473,0.473,0.473,0.203,0.203,0.203,RRL_ab,NA,RRAB,274.16600,+0.37444,V0878 Oph
481036826258,2475,2346,2609,11.981,0.024,11.798,0.021,-0.072,+0.044,-0.186,0.085,0.085,0.085,0.037,0.037,0.037,RRL_c,NA,RRC,274.16655,-50.68814,ASASSN-V J181640.00-504117.2
386548209040,7355,4888,11033,13.804,0.021,13.392,0.033,-0.718,+0.169,-1.598,0.189,0.189,0.189,0.081,0.081,0.081,RRL_ab,NA,RRAB,274.16704,+5.06967,V1098 Oph
661428371256,7317,6223,8773,14.547,0.056,0.074,9.999,-0.169,+0.183,-0.563,0.394,0.394,0.394,0.169,0.169,0.169,NonVar,NA,RRAB,274.16783,-26.79753,OGLE-BLG-RRLYR-35608
661428350633,6917,5182,8771,14.750,0.076,13.718,9.999,+0.179,+0.807,-0.336,0.371,0.371,0.371,0.159,0.159,0.159,EB_ESD,NA,RRAB,274.16942,-27.09228,MACHO 168.25855.415
661427780649,8779,7267,10429,14.388,0.033,14.020,0.054,-0.497,-0.087,-0.871,0.168,0.168,0.168,0.072,0.072,0.072,T2CEPH,NA,RRAB,274.17029,-35.77056,V2846 Sgr
661427653568,6407,5527,7658,14.489,0.036,14.031,9.999,+0.360,+0.681,-0.028,0.096,0.096,0.096,0.041,0.041,0.041,RRL_ab,NA,RR,274.17062,-52.71481,CQ Tel
661427881960,4622,3208,6210,14.721,0.040,14.225,0.061,+1.199,+1.992,+0.558,0.198,0.198,0.198,0.085,0.085,0.085,RRL_ab,NA,RRAB,274.17329,-33.29039,OGLE-BLG-RRLYR-35611
661428004836,1737,1390,2366,14.221,0.045,13.818,0.058,+2.790,+3.289,+2.105,0.232,0.217,0.246,0.100,0.093,0.105,RRL_ab,NA,RRC,274.17496,-30.79042,OGLE-BLG-RRLYR-35612
661427910004,7651,6509,9405,14.547,0.048,14.145,0.078,-0.045,+0.306,-0.493,0.173,0.173,0.173,0.074,0.074,0.074,NonVar,NA,RRAB,274.17638,-32.68881,OGLE-BLG-RRLYR-35614
661427942890,6865,5310,8422,14.488,0.029,14.003,0.057,+0.090,+0.648,-0.354,0.215,0.215,0.215,0.092,0.092,0.092,NonVar,NA,RRAB,274.17683,-31.92647,V2862 Sgr
661427930940,6113,4855,7491,14.574,14.466,99.999,9.999,+0.410,+0.910,-0.032,0.233,0.233,0.233,0.100,0.100,0.100,NonVar,NA,RRC,274.17942,-32.20328,OGLE-BLG-RRLYR-35617
661427982239,7452,6019,8787,14.999,0.048,14.703,0.099,+0.416,+0.879,+0.058,0.222,0.222,0.222,0.095,0.095,0.095,RRL_c,NA,RRC,274.17983,-31.11431,V2869 Sgr
661427844981,7280,6081,8538,14.621,0.028,14.276,0.064,+0.149,+0.540,-0.197,0.161,0.161,0.161,0.069,0.069,0.069,EB_ED,NA,RRAB,274.18021,-34.02286,V2852 Sgr
661427730876,8121,6441,9765,14.415,0.027,14.296,0.054,-0.250,+0.253,-0.650,0.117,0.117,0.117,0.050,0.050,0.050,RRL_ab,NA,RR:,274.18108,-39.51906,V0372 CrA
661427735006,9361,7625,11477,14.553,0.053,14.207,0.073,-0.431,+0.015,-0.873,0.127,0.127,0.127,0.054,0.054,0.054,CEPH_F,NA,RRAB,274.18442,-39.03064,V0535 CrA
661428109721,6700,5566,8037,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.264,0.264,0.264,0.113,0.113,0.113,RRL_ab,NA,RRAB,274.18604,-29.68042,OGLE-BLG-RRLYR-35623
661428499065,7797,6031,9871,14.426,0.041,13.940,0.058,-0.580,-0.022,-1.092,0.546,0.546,0.546,0.234,0.234,0.234,CEPH_Other,NA,RRAB,274.18713,-23.52011,OGLE bul_sc13_i_138954
661427742604,7707,6487,9386,14.538,0.032,14.280,0.061,+0.043,+0.417,-0.385,0.061,0.061,0.061,0.026,0.026,0.026,RRL_ab,NA,RRAB,274.18725,-37.88647,VVV J181644.94-375311.3
103080705153,4249,3850,4841,13.701,0.024,13.407,0.037,+0.343,+0.557,+0.059,0.217,0.217,0.217,0.093,0.093,0.093,RRL_c,NA,RRC,274.18842,+7.96392,V3547 Oph
661428255821,8023,6915,9399,14.200,0.032,13.745,0.067,-0.562,-0.239,-0.905,0.240,0.240,0.240,0.103,0.103,0.103,RRL_ab,NA,RRAB,274.18958,-28.28458,MACHO 107.25837.184
661427867122,8264,7388,9641,14.803,0.047,14.621,0.093,+0.037,+0.280,-0.298,0.180,0.180,0.180,0.077,0.077,0.077,RRL_ab,NA,RRAB,274.18984,-33.56657,V2859 Sgr
661427852672,6816,5816,8042,14.681,0.069,14.531,0.128,+0.315,+0.660,-0.044,0.198,0.198,0.198,0.085,0.085,0.085,EB_ESD,NA,RRAB,274.18992,-33.86397,VVV J181645.58-335150.3
661427935706,5902,4901,6902,14.376,0.050,14.132,0.069,+0.288,+0.692,-0.052,0.233,0.233,0.233,0.100,0.100,0.100,DSCT,NA,RRAB,274.19417,-32.09972,V2870 Sgr
661428065025,5904,4809,7024,13.608,0.077,13.155,0.068,-0.521,-0.075,-0.898,0.273,0.273,0.273,0.117,0.117,0.117,RRL_ab,NA,RRAB,274.19550,-30.07350,OGLE-BLG-RRLYR-35631
661427861483,6709,5638,7985,14.213,0.043,13.910,0.064,-0.118,+0.259,-0.496,0.198,0.198,0.198,0.085,0.085,0.085,EB_ESD,NA,RRC,274.19675,-33.67481,OGLE-BLG-RRLYR-35632
661427735314,5378,4603,6365,14.387,0.038,13.904,0.057,+0.607,+0.945,+0.241,0.127,0.127,0.127,0.054,0.054,0.054,EB_ED,NA,RRAB,274.19874,-38.98395,ASASSN-V J181647.70-385902.2
661427766821,8620,6707,10542,14.380,0.042,13.969,0.052,-0.482,+0.085,-0.919,0.184,0.162,0.184,0.079,0.069,0.079,RRL_ab,NA,RRAB,274.20142,-36.32539,V2849 Sgr
661427729763,5046,4586,5616,13.062,0.030,12.892,0.037,-0.570,-0.362,-0.802,0.117,0.117,0.117,0.050,0.050,0.050,RRL_ab,NA,RRAB,274.20150,-39.65247,V0373 CrA
343597678399,7178,5831,8693,14.941,0.047,14.359,0.063,+0.516,+0.967,+0.100,0.145,0.145,0.145,0.062,0.062,0.062,RRL_ab,NA,RRAB,274.20179,+17.21624,ASASSN-V J181648.43+171258.5
661428725481,6593,5428,8664,14.657,0.036,14.269,0.066,+0.403,+0.825,-0.191,0.159,0.159,0.159,0.068,0.068,0.068,RRL_ab,NA,RRAB,274.20240,+6.66591,ASASSN-V J181648.55+063957.5
661427887053,5471,4643,6990,14.159,0.046,13.941,0.065,+0.303,+0.659,-0.229,0.166,0.166,0.166,0.071,0.071,0.071,EB_EC,NA,RRC,274.20558,-33.17122,OGLE-BLG-RRLYR-35640
661427793442,7493,6417,8889,14.592,0.035,14.210,0.076,+0.070,+0.406,-0.301,0.149,0.149,0.149,0.064,0.064,0.064,NonVar,NA,RRAB,274.20692,-35.33825,V2857 Sgr
661428149167,6221,4854,7690,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.203,0.203,0.203,0.087,0.087,0.087,RRL_ab,NA,RRAB,274.20721,-29.34706,OGLE-BLG-RRLYR-35641
661427767175,6757,5368,8609,14.670,0.036,14.406,0.065,+0.358,+0.905,-0.189,0.163,0.116,0.184,0.070,0.050,0.079,NonVar,NA,RRAB,274.20862,-36.29850,V2854 Sgr
661427826533,5605,4635,6769,14.867,0.076,14.549,0.089,+0.970,+1.383,+0.560,0.154,0.154,0.154,0.066,0.066,0.066,RRL_ab,NA,RRAB,274.20862,-34.42131,VVV J181650.07-342516.7
661428296640,99999,99999,99999,99.999,9.999,99.999,9.999,9.999,9.999,9.999,0.320,0.320,0.320,0.137,0.137,0.137,EB_ESD,NA,RRAB,274.21008,-27.79739,V1182 Sgr
661428343470,3280,2849,3773,13.893,0.036,13.444,0.045,+0.964,+1.270,+0.660,0.350,0.350,0.350,0.150,0.150,0.150,NonVar,NA,RRAB,274.21029,-27.18936,MACHO 168.25984.176
661428206425,7090,5766,8662,14.557,0.104,13.857,0.120,+0.022,+0.471,-0.413,0.282,0.282,0.282,0.121,0.121,0.121,RRL_c,NA,RRC,274.21067,-28.81108,OGLE-BLG-RRLYR-16250
661428413386,7084,5558,9001,14.266,0.067,13.913,0.080,-0.379,+0.147,-0.899,0.394,0.394,0.394,0.169,0.169,0.169,RRL_ab,NA,RRAB,274.21396,-25.89328,MACHO 159.26003.135
661427812824,5367,4447,7136,13.762,0.044,13.363,0.038,-0.060,+0.349,-0.678,0.173,0.173,0.173,0.074,0.074,0.074,RRL_ab,NA,RRAB/BL,274.21733,-34.77431,V0712 Sgr
661427742040,6837,6054,8066,13.702,0.024,13.352,0.038,-0.533,-0.269,-0.892,0.061,0.061,0.061,0.026,0.026,0.026,RRL_ab,NA,RRAB,274.22037,-37.95775,IP CrA
661428380717,1428,1362,1486,13.472,0.039,13.072,0.049,+2.379,+2.490,+2.288,0.319,0.311,0.324,0.137,0.133,0.139,EB_ED,NA,RRC,274.22142,-26.61973,PS1-3PI J181653.14-263711.0
661427868148,5984,4872,7430,15.002,0.030,14.683,0.099,+0.937,+1.383,+0.467,0.180,0.180,0.180,0.077,0.077,0.077,CEPH_Other,NA,RRC,274.22204,-33.54731,V2872 Sgr
